match_id,start_date,team1,team2,ground,result
3718,2016-01-02,SriLanka,New Zealand,Nelson,n/r
3719,2016-01-02,Afghanistan,Zimbabwe,Sharjah,Zimbabwe
3720,2016-01-04,Afghanistan,Zimbabwe,Sharjah,Zimbabwe
3721,2016-01-05,SriLanka,New Zealand,Mount Maunganui,New Zealand
3722,2016-01-06,Afghanistan,Zimbabwe,Sharjah,Afghanistan
3723,2016-01-12,India,Australia,Perth,Australia
3724,2016-01-15,India,Australia,Brisbane,Australia
3725,2016-01-17,India,Australia,Melbourne,Australia
3726,2016-01-20,India,Australia,Canberra,Australia
3727,2016-01-23,India,Australia,Sydney,India
3728,2016-01-25,Pakistan,New Zealand,Wellington,New Zealand
3729,2016-01-28,Pakistan,New Zealand,Napier,n/r
3730,2016-01-31,Pakistan,New Zealand,Auckland,New Zealand
3731,2016-02-03,Newzealad,Australia,Auckland,Newzealad
3732,2016-02-03,SouthAfrica,England,Bloemfontein,England
3733,2016-02-06,Newzealad,Australia,Wellington,Australia
3734,2016-02-06,SouthAfrica,England,Port Elizabeth,England
3735,2016-02-08,Newzealad,Australia,Hamilton,Newzealad
3736,2016-02-09,SouthAfrica,England,Centurion,SouthAfrica
3737,2016-02-12,SouthAfrica,England,Johannesburg,SouthAfrica
3738,2016-02-14,SouthAfrica,England,Cape Town,SouthAfrica
3739,2016-06-03,WestIndies,South Africa,Providence,WestIndies
3740,2016-06-05,WestIndies,Australia,Providence,Australia
3741,2016-06-07,SouthAfrica,Australia,Providence,SouthAfrica
3742,2016-06-11,India,Zimbabwe,Harare,India
3743,2016-06-11,SouthAfrica,Australia,Basseterre,Australia
3744,2016-06-13,India,Zimbabwe,Harare,India
3745,2016-06-13,WestIndies,Australia,Basseterre,WestIndies
3746,2016-06-15,India,Zimbabwe,Harare,India
3747,2016-06-15,WestIndies,South Africa,Basseterre,South Africa
3748,2016-06-16,SriLanka,Ireland,Dublin (Malahide),SriLanka
3749,2016-06-18,SriLanka,Ireland,Dublin (Malahide),SriLanka
3750,2016-06-19,SouthAfrica,Australia,Bridgetown,n/r
3751,2016-06-21,SriLanka,England,Nottingham,tied
3752,2016-06-21,WestIndies,Australia,Bridgetown,Australia
3753,2016-06-24,SriLanka,England,Birmingham,England
3754,2016-06-24,WestIndies,South Africa,Bridgetown,WestIndies
3755,2016-06-26,SriLanka,England,Bristol,n/r
3756,2016-06-26,WestIndies,Australia,Bridgetown,Australia
3757,2016-06-29,SriLanka,England,The Oval,England
3758,2016-07-02,SriLanka,England,Cardiff,England
3759,2016-07-04,Afghanistan,Scotland,Edinburgh,n/r
3760,2016-07-06,Afghanistan,Scotland,Edinburgh,Afghanistan
3760,2016-07-10,Afghanistan,Ireland,Belfast,n/r
3761,2016-07-12,Afghanistan,Ireland,Belfast,Afghanistan
3762,2016-07-14,Afghanistan,Ireland,Belfast,Ireland
3763,2016-07-17,Afghanistan,Ireland,Belfast,Afghanistan
3764,2016-07-19,Afghanistan,Ireland,Belfast,Ireland
3767,2016-08-18,Pakistan,Ireland,Dublin (Malahide),Pakistan
3767,2016-08-20,Pakistan,Ireland,Dublin (Malahide),n/r
3768,2016-08-21,SriLanka,Australia,Colombo (RPS),Australia
3769,2016-08-24,SriLanka,Australia,Colombo (RPS),SriLanka
3770,2016-08-24,Pakistan,England,Southampton,England
3771,2016-08-27,Pakistan,England,Lord's,England
3772,2016-08-28,SriLanka,Australia,Dambulla,Australia
3773,2016-08-30,Pakistan,England,Nottingham,England
3774,2016-08-31,SriLanka,Australia,Dambulla,Australia
3775,2016-09-01,Pakistan,England,Leeds,England
3776,2016-09-04,SriLanka,Australia,Pallekele,Australia
3777,2016-09-04,Pakistan,England,Cardiff,Pakistan
3780,2016-09-25,SouthAfrica,Ireland,Benoni,SouthAfrica
3781,2016-09-25,Bangladesh,Afghanistan,Dhaka,Bangladesh
3782,2016-09-27,Australia,Ireland,Benoni,Australia
3783,2016-09-28,Bangladesh,Afghanistan,Dhaka,Afghanistan
3784,2016-09-30,WestIndies,Pakistan,Sharjah,Pakistan
3785,2016-09-30,SouthAfrica,Australia,Centurion,SouthAfrica
3786,2016-10-01,Bangladesh,Afghanistan,Dhaka,Bangladesh
3787,2016-10-02,SouthAfrica,Australia,Johannesburg,SouthAfrica
3788,2016-10-02,WestIndies,Pakistan,Sharjah,Pakistan
3789,2016-10-05,WestIndies,Pakistan,Abu Dhabi,Pakistan
3790,2016-10-05,SouthAfrica,Australia,Durban,SouthAfrica
3791,2016-10-07,England,Bangladesh,Dhaka,England
3792,2016-10-09,SouthAfrica,Australia,Port Elizabeth,SouthAfrica
3793,2016-10-09,England,Bangladesh,Dhaka,Bangladesh
3794,2016-10-12,England,Bangladesh,Chattogram,England
3795,2016-10-12,SouthAfrica,Australia,Cape Town,SouthAfrica
3796,2016-10-16,Newzealad,India,Dharamsala,India
3797,2016-10-20,Newzealad,India,Delhi,Newzealad
3798,2016-10-23,Newzealad,India,Mohali,India
3799,2016-10-26,Newzealad,India,Ranchi,Newzealad
3800,2016-10-29,Newzealad,India,Visakhapatnam,India
3804,2016-11-14,SriLanka,Zimbabwe,Harare,SriLanka
3805,2016-11-16,WestIndies,Sri Lanka,Harare,WestIndies
3806,2016-11-19,WestIndies,Zimbabwe,Bulawayo,tied
3807,2016-11-21,SriLanka,Zimbabwe,Bulawayo,n/r
3808,2016-11-23,WestIndies,Sri Lanka,Bulawayo,Sri Lanka
3809,2016-11-25,WestIndies,Zimbabwe,Bulawayo,Zimbabwe
3810,2016-11-27,SriLanka,Zimbabwe,Bulawayo,SriLanka
3811,2016-12-04,Newzealad,Australia,Sydney,Australia
3812,2016-12-06,Newzealad,Australia,Canberra,Australia
3813,2016-12-09,Newzealad,Australia,Melbourne,Australia
3814,2016-12-26,Newzealad,Bangladesh,Christchurch,Newzealad
3815,2016-12-29,Newzealad,Bangladesh,Nelson,Newzealad
3816,2016-12-31,Newzealad,Bangladesh,Nelson,Newzealad
3817,2017-01-13,Pakistan,Australia,Brisbane,Australia
3818,2017-01-15,Pakistan,Australia,Melbourne,Pakistan
3819,2017-01-15,India,England,Pune,India
3820,2017-01-19,Pakistan,Australia,Perth,Australia
3821,2017-01-19,India,England,Cuttack,India
3822,2017-01-22,Pakistan,Australia,Sydney,Australia
3824,2017-01-22,India,England,Kolkata,England
3826,2017-01-26,Pakistan,Australia,Adelaide,Australia
3828,2017-01-28,SriLanka,South Africa,Port Elizabeth,South Africa
3829,2017-01-30,Newzealad,Australia,Auckland,Newzealad
3830,2017-02-01,SriLanka,South Africa,Durban,South Africa
3830,2017-02-02,Newzealad,Australia,Napier,n/r
3831,2017-02-04,SriLanka,South Africa,Johannesburg,South Africa
3832,2017-02-05,Newzealad,Australia,Hamilton,Newzealad
3833,2017-02-07,SriLanka,South Africa,Cape Town,South Africa
3834,2017-02-10,SriLanka,South Africa,Centurion,South Africa
3835,2017-02-16,Afghanistan,Zimbabwe,Harare,Afghanistan
3836,2017-02-19,SouthAfrica,New Zealand,Hamilton,SouthAfrica
3837,2017-02-19,Afghanistan,Zimbabwe,Harare,Afghanistan
3838,2017-02-21,Afghanistan,Zimbabwe,Harare,Zimbabwe
3839,2017-02-22,SouthAfrica,New Zealand,Christchurch,New Zealand
3840,2017-02-24,Afghanistan,Zimbabwe,Harare,Zimbabwe
3841,2017-02-25,SouthAfrica,New Zealand,Wellington,SouthAfrica
3842,2017-02-26,Afghanistan,Zimbabwe,Harare,Afghanistan
3843,2017-03-01,SouthAfrica,New Zealand,Hamilton,New Zealand
3845,2017-03-03,WestIndies,England,North Sound,England
3846,2017-03-04,SouthAfrica,New Zealand,Auckland,SouthAfrica
3848,2017-03-05,WestIndies,England,North Sound,England
3849,2017-03-09,WestIndies,England,Bridgetown,England
3850,2017-03-15,Afghanistan,Ireland,Greater Noida,Afghanistan
3851,2017-03-17,Afghanistan,Ireland,Greater Noida,Afghanistan
3852,2017-03-19,Afghanistan,Ireland,Greater Noida,Ireland
3853,2017-03-22,Afghanistan,Ireland,Greater Noida,Ireland
3854,2017-03-24,Afghanistan,Ireland,Greater Noida,Afghanistan
3855,2017-03-25,SriLanka,Bangladesh,Dambulla,Bangladesh
3856,2017-03-28,SriLanka,Bangladesh,Dambulla,n/r
3858,2017-04-01,SriLanka,Bangladesh,Colombo (SSC),SriLanka
3861,2017-04-07,WestIndies,Pakistan,Providence,WestIndies
3862,2017-04-09,WestIndies,Pakistan,Providence,Pakistan
3863,2017-04-11,WestIndies,Pakistan,Providence,Pakistan
3864,2017-05-05,England,Ireland,Bristol,England
3865,2017-05-07,England,Ireland,Lord's,England
3866,2017-05-12,Bangladesh,Ireland,Dublin (Malahide),n/r
3867,2017-05-14,Newzealad,Ireland,Dublin (Malahide),Newzealad
3868,2017-05-17,Newzealad,Bangladesh,Dublin,Newzealad
3869,2017-05-19,Bangladesh,Ireland,Dublin (Malahide),Bangladesh
3870,2017-05-21,Newzealad,Ireland,Dublin (Malahide),Newzealad
3871,2017-05-24,Newzealad,Bangladesh,Dublin,Bangladesh
3872,2017-05-24,SouthAfrica,England,Leeds,England
3873,2017-05-27,SouthAfrica,England,Southampton,England
3874,2017-05-29,SouthAfrica,England,Lord's,SouthAfrica
3875,2017-06-01,England,Bangladesh,The Oval,England
3876,2017-06-02,Newzealad,Australia,Birmingham,n/r
3877,2017-06-03,SriLanka,South Africa,The Oval,South Africa
3878,2017-06-04,Pakistan,India,Birmingham,India
3879,2017-06-05,Bangladesh,Australia,The Oval,n/r
3880,2017-06-06,Newzealad,England,Cardiff,England
3881,2017-06-07,SouthAfrica,Pakistan,Birmingham,Pakistan
3882,2017-06-08,SriLanka,India,The Oval,SriLanka
3883,2017-06-09,Newzealad,Bangladesh,Cardiff,Bangladesh
3884,2017-06-09,WestIndies,Afghanistan,Gros Islet,Afghanistan
3885,2017-06-10,England,Australia,Birmingham,England
3886,2017-06-11,SouthAfrica,India,The Oval,India
3887,2017-06-11,WestIndies,Afghanistan,Gros Islet,WestIndies
3888,2017-06-12,SriLanka,Pakistan,Cardiff,Pakistan
3889,2017-06-14,Pakistan,England,Cardiff,Pakistan
3890,2017-06-14,WestIndies,Afghanistan,Gros Islet,n/r
3891,2017-06-15,India,Bangladesh,Birmingham,India
3894,2017-06-18,Pakistan,India,The Oval,Pakistan
3895,2017-06-23,WestIndies,India,Port of Spain,n/r
3896,2017-06-25,WestIndies,India,Port of Spain,India
3897,2017-06-30,SriLanka,Zimbabwe,Galle,Zimbabwe
3898,2017-06-30,WestIndies,India,North Sound,India
3899,2017-07-02,SriLanka,Zimbabwe,Galle,SriLanka
3900,2017-07-02,WestIndies,India,North Sound,WestIndies
3901,2017-07-06,SriLanka,Zimbabwe,Hambantota,SriLanka
3902,2017-07-06,WestIndies,India,Kingston,India
3903,2017-07-08,SriLanka,Zimbabwe,Hambantota,Zimbabwe
3904,2017-07-10,SriLanka,Zimbabwe,Hambantota,Zimbabwe
3905,2017-08-20,SriLanka,India,Dambulla,India
3906,2017-08-24,SriLanka,India,Pallekele,India
3907,2017-08-27,SriLanka,India,Pallekele,India
3908,2017-08-31,SriLanka,India,Colombo (RPS),India
3909,2017-09-03,SriLanka,India,Colombo (RPS),India
3909,2017-09-13,WestIndies,Ireland,Belfast,n/r
3910,2017-09-17,India,Australia,Chennai,India
3911,2017-09-19,WestIndies,England,Manchester,England
3912,2017-09-21,India,Australia,Kolkata,India
3913,2017-09-21,WestIndies,England,Nottingham,n/r
3914,2017-09-24,India,Australia,Indore,India
3915,2017-09-24,WestIndies,England,Bristol,England
3916,2017-09-27,WestIndies,England,The Oval,England
3917,2017-09-28,India,Australia,Bengaluru,Australia
3918,2017-09-29,WestIndies,England,Southampton,England
3919,2017-10-01,India,Australia,Nagpur,India
3922,2017-10-13,SriLanka,Pakistan,Dubai (DSC),Pakistan
3923,2017-10-15,SouthAfrica,Bangladesh,Kimberley,SouthAfrica
3924,2017-10-16,SriLanka,Pakistan,Abu Dhabi,Pakistan
3925,2017-10-18,SouthAfrica,Bangladesh,Paarl,SouthAfrica
3926,2017-10-18,SriLanka,Pakistan,Abu Dhabi,Pakistan
3927,2017-10-20,SriLanka,Pakistan,Sharjah,Pakistan
3928,2017-10-22,Newzealad,India,Mumbai,Newzealad
3929,2017-10-22,SouthAfrica,Bangladesh,East London,SouthAfrica
3930,2017-10-23,SriLanka,Pakistan,Sharjah,Pakistan
3931,2017-10-25,Newzealad,India,Pune,India
3932,2017-10-29,Newzealad,India,Kanpur,India
3935,2017-12-05,Afghanistan,Ireland,Sharjah,Afghanistan
3937,2017-12-07,Afghanistan,Ireland,Sharjah,Ireland
3939,2017-12-10,SriLanka,India,Dharamsala,SriLanka
3940,2017-12-10,Afghanistan,Ireland,Sharjah,Ireland
3941,2017-12-13,SriLanka,India,Mohali,India
3942,2017-12-17,SriLanka,India,Visakhapatnam,India
3943,2017-12-20,WestIndies,New Zealand,Whangarei,New Zealand
3944,2017-12-23,WestIndies,New Zealand,Christchurch,New Zealand
3945,2017-12-26,WestIndies,New Zealand,Christchurch,New Zealand
3946,2018-01-06,Pakistan,New Zealand,Wellington,New Zealand
3947,2018-01-09,Pakistan,New Zealand,Nelson,New Zealand
3949,2018-01-13,Pakistan,New Zealand,Dunedin,New Zealand
3951,2018-01-14,England,Australia,Melbourne,England
3952,2018-01-15,Bangladesh,Zimbabwe,Dhaka,Bangladesh
3953,2018-01-16,Pakistan,New Zealand,Hamilton,New Zealand
3955,2018-01-17,SriLanka,Zimbabwe,Dhaka,Zimbabwe
3957,2018-01-19,Pakistan,New Zealand,Wellington,New Zealand
3958,2018-01-19,England,Australia,Brisbane,England
3959,2018-01-19,SriLanka,Bangladesh,Dhaka,Bangladesh
3960,2018-01-21,England,Australia,Sydney,England
3962,2018-01-21,SriLanka,Zimbabwe,Dhaka,SriLanka
3964,2018-01-23,Bangladesh,Zimbabwe,Dhaka,Bangladesh
3965,2018-01-25,SriLanka,Bangladesh,Dhaka,SriLanka
3966,2018-01-26,England,Australia,Adelaide,Australia
3967,2018-01-27,SriLanka,Bangladesh,Dhaka,SriLanka
3968,2018-01-28,England,Australia,Perth,England
3969,2018-02-01,SouthAfrica,India,Durban,India
3970,2018-02-04,SouthAfrica,India,Centurion,India
3971,2018-02-07,SouthAfrica,India,Cape Town,India
3972,2018-02-09,Afghanistan,Zimbabwe,Sharjah,Afghanistan
3973,2018-02-10,SouthAfrica,India,Johannesburg,SouthAfrica
3974,2018-02-11,Afghanistan,Zimbabwe,Sharjah,Zimbabwe
3975,2018-02-13,Afghanistan,Zimbabwe,Sharjah,Afghanistan
3976,2018-02-13,SouthAfrica,India,Port Elizabeth,India
3977,2018-02-16,Afghanistan,Zimbabwe,Sharjah,Afghanistan
3978,2018-02-16,SouthAfrica,India,Centurion,India
3979,2018-02-19,Afghanistan,Zimbabwe,Sharjah,Afghanistan
3980,2018-02-25,Newzealad,England,Hamilton,Newzealad
3981,2018-02-28,Newzealad,England,Mount Maunganui,England
3982,2018-03-03,Newzealad,England,Wellington,England
3983,2018-03-04,Afghanistan,Scotland,Bulawayo,Scotland
3987,2018-03-06,WestIndies,U.A.E.,Harare,WestIndies
3988,2018-03-06,Afghanistan,Zimbabwe,Bulawayo,Zimbabwe
3989,2018-03-07,Newzealad,England,Dunedin,Newzealad
3990,2018-03-08,Afghanistan,Hong Kong,Bulawayo,Hong Kong
3991,2018-03-08,WestIndies,P.N.G.,Harare,WestIndies
3992,2018-03-10,Newzealad,England,Christchurch,England
3993,2018-03-10,WestIndies,Ireland,Harare,WestIndies
3997,2018-03-15,WestIndies,Afghanistan,Harare,Afghanistan
4002,2018-03-19,WestIndies,Zimbabwe,Harare,WestIndies
4003,2018-03-20,Afghanistan,U.A.E.,Harare,Afghanistan
4004,2018-03-21,WestIndies,Scotland,Harare,WestIndies
4006,2018-03-23,Afghanistan,Ireland,Harare,Afghanistan
4007,2018-03-25,WestIndies,Afghanistan,Harare,Afghanistan
4008,2018-06-10,England,Scotland,Edinburgh,Scotland
4009,2018-06-13,England,Australia,The Oval,England
4010,2018-06-16,England,Australia,Cardiff,England
4011,2018-06-19,England,Australia,Nottingham,England
4012,2018-06-21,England,Australia,Chester-le-Street,England
4013,2018-06-24,England,Australia,Manchester,England
4014,2018-07-12,India,England,Nottingham,India
4015,2018-07-13,Pakistan,Zimbabwe,Bulawayo,Pakistan
4016,2018-07-14,India,England,Lord's,England
4017,2018-07-16,Pakistan,Zimbabwe,Bulawayo,Pakistan
4018,2018-07-17,India,England,Leeds,England
4019,2018-07-18,Pakistan,Zimbabwe,Bulawayo,Pakistan
4020,2018-07-20,Pakistan,Zimbabwe,Bulawayo,Pakistan
4021,2018-07-22,Pakistan,Zimbabwe,Bulawayo,Pakistan
4022,2018-07-22,WestIndies,Bangladesh,Providence,Bangladesh
4023,2018-07-25,WestIndies,Bangladesh,Providence,WestIndies
4024,2018-07-28,WestIndies,Bangladesh,Basseterre,Bangladesh
4025,2018-07-29,SriLanka,South Africa,Dambulla,South Africa
4027,2018-08-01,SriLanka,South Africa,Dambulla,South Africa
4029,2018-08-05,SriLanka,South Africa,Pallekele,South Africa
4030,2018-08-08,SriLanka,South Africa,Pallekele,SriLanka
4031,2018-08-12,SriLanka,South Africa,Colombo (RPS),SriLanka
4032,2018-08-27,Afghanistan,Ireland,Belfast,Afghanistan
4033,2018-08-29,Afghanistan,Ireland,Belfast,Ireland
4035,2018-08-31,Afghanistan,Ireland,Belfast,Afghanistan
4036,2018-09-15,SriLanka,Bangladesh,Dubai (DSC),Bangladesh
4037,2018-09-16,Pakistan,Hong Kong,Dubai (DSC),Pakistan
4038,2018-09-17,SriLanka,Afghanistan,Abu Dhabi,Afghanistan
4039,2018-09-18,India,Hong Kong,Dubai (DSC),India
4040,2018-09-19,Pakistan,India,Dubai (DSC),India
4041,2018-09-20,Bangladesh,Afghanistan,Abu Dhabi,Afghanistan
4042,2018-09-21,India,Bangladesh,Dubai (DSC),India
4043,2018-09-21,Pakistan,Afghanistan,Abu Dhabi,Pakistan
4044,2018-09-23,Pakistan,India,Dubai (DSC),India
4045,2018-09-23,Bangladesh,Afghanistan,Abu Dhabi,Bangladesh
4046,2018-09-25,India,Afghanistan,Dubai (DSC),tied
4047,2018-09-26,Pakistan,Bangladesh,Abu Dhabi,Bangladesh
4048,2018-09-28,India,Bangladesh,Dubai (DSC),India
4049,2018-09-30,SouthAfrica,Zimbabwe,Kimberley,SouthAfrica
4050,2018-10-03,SouthAfrica,Zimbabwe,Bloemfontein,SouthAfrica
4051,2018-10-06,SouthAfrica,Zimbabwe,Paarl,SouthAfrica
4052,2018-10-10,SriLanka,England,Dambulla,n/r
4053,2018-10-13,SriLanka,England,Dambulla,England
4054,2018-10-17,SriLanka,England,Pallekele,England
4055,2018-10-20,SriLanka,England,Pallekele,England
4056,2018-10-21,WestIndies,India,Guwahati,India
4057,2018-10-21,Bangladesh,Zimbabwe,Dhaka,Bangladesh
4058,2018-10-23,SriLanka,England,Colombo (RPS),SriLanka
4059,2018-10-24,WestIndies,India,Visakhapatnam,tied
4060,2018-10-24,Bangladesh,Zimbabwe,Chattogram,Bangladesh
4061,2018-10-26,Bangladesh,Zimbabwe,Chattogram,Bangladesh
4062,2018-10-27,WestIndies,India,Pune,WestIndies
4063,2018-10-29,WestIndies,India,Mumbai (BS),India
4064,2018-11-01,WestIndies,India,Thiruvananthapuram,India
4065,2018-11-04,SouthAfrica,Australia,Perth,SouthAfrica
4066,2018-11-07,Pakistan,New Zealand,Abu Dhabi,New Zealand
4067,2018-11-09,SouthAfrica,Australia,Adelaide,Australia
4068,2018-11-09,Pakistan,New Zealand,Abu Dhabi,Pakistan
4069,2018-11-11,SouthAfrica,Australia,Hobart,SouthAfrica
4070,2018-11-11,Pakistan,New Zealand,Dubai (DSC),n/r
4071,2018-12-09,WestIndies,Bangladesh,Dhaka,Bangladesh
4072,2018-12-11,WestIndies,Bangladesh,Dhaka,WestIndies
4073,2018-12-14,WestIndies,Bangladesh,Sylhet,Bangladesh
4074,2019-01-03,SriLanka,New Zealand,Mount Maunganui,New Zealand
4075,2019-01-05,SriLanka,New Zealand,Mount Maunganui,New Zealand
4076,2019-01-08,SriLanka,New Zealand,Nelson,New Zealand
4077,2019-01-12,India,Australia,Sydney,Australia
4078,2019-01-15,India,Australia,Adelaide,India
4079,2019-01-18,India,Australia,Melbourne,India
4080,2019-01-19,SouthAfrica,Pakistan,Port Elizabeth,Pakistan
4081,2019-01-22,SouthAfrica,Pakistan,Durban,SouthAfrica
4082,2019-01-23,Newzealad,India,Napier,India
4084,2019-01-25,SouthAfrica,Pakistan,Centurion,SouthAfrica
4085,2019-01-26,Newzealad,India,Mount Maunganui,India
4087,2019-01-27,SouthAfrica,Pakistan,Johannesburg,Pakistan
4088,2019-01-28,Newzealad,India,Mount Maunganui,India
4090,2019-01-30,SouthAfrica,Pakistan,Cape Town,SouthAfrica
4091,2019-01-31,Newzealad,India,Hamilton,Newzealad
4092,2019-02-03,Newzealad,India,Wellington,India
4093,2019-02-13,Newzealad,Bangladesh,Napier,Newzealad
4094,2019-02-16,Newzealad,Bangladesh,Christchurch,Newzealad
4095,2019-02-20,Newzealad,Bangladesh,Dunedin,Newzealad
4096,2019-02-20,WestIndies,England,Bridgetown,England
4097,2019-02-22,WestIndies,England,Bridgetown,WestIndies
4098,2019-02-25,WestIndies,England,St George's,n/r
4099,2019-02-27,WestIndies,England,St George's,England
4100,2019-02-28,Afghanistan,Ireland,Dehradun,Afghanistan
4101,2019-03-02,Afghanistan,Ireland,Dehradun,n/r
4102,2019-03-02,India,Australia,Hyderabad (Deccan),India
4103,2019-03-02,WestIndies,England,Gros Islet,WestIndies
4104,2019-03-03,SriLanka,South Africa,Johannesburg,South Africa
4105,2019-03-05,Afghanistan,Ireland,Dehradun,Ireland
4106,2019-03-05,India,Australia,Nagpur,India
4107,2019-03-06,SriLanka,South Africa,Centurion,South Africa
4108,2019-03-08,Afghanistan,Ireland,Dehradun,Afghanistan
4109,2019-03-08,India,Australia,Ranchi,Australia
4110,2019-03-10,Afghanistan,Ireland,Dehradun,Ireland
4111,2019-03-10,India,Australia,Mohali,Australia
4112,2019-03-10,SriLanka,South Africa,Durban,South Africa
4113,2019-03-13,India,Australia,Delhi,Australia
4114,2019-03-13,SriLanka,South Africa,Port Elizabeth,South Africa
4115,2019-03-16,SriLanka,South Africa,Cape Town,South Africa
4116,2019-03-22,Pakistan,Australia,Sharjah,Australia
4117,2019-03-24,Pakistan,Australia,Sharjah,Australia
4118,2019-03-27,Pakistan,Australia,Abu Dhabi,Australia
4119,2019-03-29,Pakistan,Australia,Dubai (DSC),Australia
4120,2019-03-31,Pakistan,Australia,Dubai (DSC),Australia
4127,2019-05-03,England,Ireland,Dublin (Malahide),England
4128,2019-05-05,WestIndies,Ireland,Dublin,WestIndies
4129,2019-05-07,WestIndies,Bangladesh,Dublin,Bangladesh
4129,2019-05-08,Afghanistan,Scotland,Edinburgh,n/r
4130,2019-05-08,Pakistan,England,The Oval,n/r
4130,2019-05-09,Bangladesh,Ireland,Dublin (Malahide),n/r
4131,2019-05-10,Afghanistan,Scotland,Edinburgh,Afghanistan
4132,2019-05-11,WestIndies,Ireland,Dublin (Malahide),WestIndies
4133,2019-05-11,Pakistan,England,Southampton,England
4134,2019-05-13,WestIndies,Bangladesh,Dublin (Malahide),Bangladesh
4135,2019-05-14,Pakistan,England,Bristol,England
4136,2019-05-15,Bangladesh,Ireland,Dublin,Bangladesh
4137,2019-05-17,WestIndies,Bangladesh,Dublin (Malahide),Bangladesh
4138,2019-05-17,Pakistan,England,Nottingham,England
4138,2019-05-18,SriLanka,Scotland,Edinburgh,n/r
4139,2019-05-19,Afghanistan,Ireland,Belfast,
4140,2019-05-19,Pakistan,England,Leeds,
